The app crashes when I open the map.,[{'App crashes': ['Open the map']}],
I can't send feedback.,[{'Unable to send feedback': ['Send feedback']}],
The app doesn't apply my notification settings.,[{'Notification settings not applied': ['Apply notification settings']}],
I can't upload documents.,[{'Unable to upload documents': ['Upload documents']}],
The app crashes when I open the calendar.,[{'App crashes': ['Open the calendar']}],
I can't delete my search history.,[{'Unable to delete search history': ['Delete search history']}],
The app doesn't sync with my email.,[{'Email not syncing': ['Sync with email']}],
I can't change my profile picture.,[{'Unable to change profile picture': ['Change profile picture']}],
The app crashes when I try to send a file.,[{'App crashes': ['Send a file']}],
I can't view my watchlist.,[{'Unable to view watchlist': ['View watchlist']}],
The app doesn't show my notifications on time.,[{'Notifications not timely': ['Receive notifications']}],
I can't access the help section.,[{'Unable to access help section': ['Access the help section']}],
The app crashes when I try to link my bank account.,[{'App crashes': ['Link my bank account']}],
I can't change my email address.,[{'Unable to change email address': ['Change email address']}],
The app doesn't update my activity feed.,[{'Activity feed not updated': ['View activity feed']}],
I can't connect to Bluetooth devices.,[{'Unable to connect to Bluetooth devices': ['Connect to Bluetooth devices']}],
The app crashes when I receive notifications.,[{'App crashes': ['Receive notifications']}],
"When I try to log in, it says my password is incorrect after I reset it.","[{'Incorrect password error': ['Reset password', 'Try to log in']}]",
The app crashes every time I open the settings after I update it.,"[{'App crashes': ['Update the app', 'Open the settings']}]",
I can't upload my profile picture; it always fails after selecting a photo.,"[{'Profile picture upload fails': ['Select a photo', 'Upload my profile picture']}]",
The app freezes when I try to send a message after attaching an image.,"[{'App freezes': ['Attach an image', 'Send a message']}]",
I get an error when I attempt to update my account details after entering my new email.,"[{'Error updating account details': ['Enter new email', 'Update my account details']}]",
The payment fails whenever I try to purchase a subscription after entering my card details.,"[{'Payment fails': ['Enter card details', 'Purchase a subscription']}]",
The search function doesn't return any results after I type in a keyword.,"[{'No search results': ['Type in a keyword', 'Use the search function']}]",
I can't add items to my cart after I select a product.,"[{'Unable to add items to cart': ['Select a product', 'Add items to cart']}]",
The app doesn't load past the splash screen after the latest update.,"[{""App doesn't load"": ['Install latest update', 'Open the app']}]",
I get logged out automatically after a few minutes of inactivity.,"[{'Automatic logout': ['Be inactive for a few minutes', 'Use the app']}]",
My location is not detected when I try to share it after enabling GPS.,"[{'Location not detected': ['Enable GPS', 'Share my location']}]",
Notifications are not showing up for new messages after I enable them.,"[{'Notifications not showing': ['Enable notifications', 'Receive new messages']}]",
The app shows a blank screen when I try to open my messages after clicking the icon.,"[{'Blank screen on messages': ['Click the messages icon', 'Open my messages']}]",
I can't connect my social media accounts after I enter my credentials.,"[{'Unable to connect social media accounts': ['Enter social media credentials', 'Connect social media accounts']}]",
The video player doesn't start after I press play.,"[{""Video player doesn't start"": ['Press play', 'Play a video']}]",
The app doesn't save my preferences after I select them.,"[{'Preferences not saved': ['Select preferences', 'Save my preferences']}]",
I can't reset my password after I receive the reset link.,"[{'Unable to reset password': ['Receive reset link', 'Reset my password']}]",
The app crashes when I receive a call after using it for a while.,"[{'App crashes': ['Use the app for a while', 'Receive a call']}]",
The chat history is not loading after I restart the app.,"[{'Chat history not loading': ['Restart the app', 'View chat history']}]",
I can't change my profile name after entering a new name.,"[{'Unable to change profile name': ['Enter new name', 'Change my profile name']}]",
The app freezes on the loading screen after I reopen it.,"[{'App freezes': ['Reopen the app', 'Open the app']}]",
I get an error message when I try to download files after selecting them.,"[{'Error downloading files': ['Select files', 'Download files']}]",
The app doesn't sync my calendar after I link my account.,"[{'Calendar not syncing': ['Link my account', 'Sync my calendar']}]",
I can't join any groups after I send a request.,"[{'Unable to join groups': ['Send join request', 'Join groups']}]",
The app won't let me delete my account after confirming my password.,"[{'Unable to delete account': ['Confirm password', 'Delete my account']}]",
The screen goes black during video calls after I enable the camera.,"[{'Black screen during video calls': ['Enable camera', 'Make a video call']}]",
I can't send photos in the chat after I select them.,"[{'Unable to send photos': ['Select photos', 'Send photos in the chat']}]",
The app doesn't remember my login details after I save them.,"[{'Login details not remembered': ['Save login details', 'Log in']}]",
The notifications are delayed after I turn them on.,"[{'Notifications delayed': ['Turn on notifications', 'Receive notifications']}]",
The app crashes when I try to open notifications after receiving them.,"[{'App crashes': ['Receive notifications', 'Open notifications']}]",
The app logs me out when I change settings after saving them.,"[{'App logs out': ['Save settings', 'Change settings']}]",
I can't link my payment method after I enter my bank details.,"[{'Unable to link payment method': ['Enter bank details', 'Link payment method']}]",
The app doesn't show my friends list after I refresh it.,"[{'Friends list not showing': ['Refresh friends list', 'View friends list']}]",
The music player stops randomly after I switch apps.,"[{'Music player stops randomly': ['Switch apps', 'Play music']}]",
I can't block users after I select them.,"[{'Unable to block users': ['Select users', 'Block users']}]",
The app freezes when I receive a message after opening the chat.,"[{'App freezes': ['Open the chat', 'Receive a message']}]",
I can't use voice commands after I enable the microphone.,"[{'Voice commands not working': ['Enable microphone', 'Use voice commands']}]",
The app doesn't apply my discount code after I enter it.,"[{'Discount code not applied': ['Enter discount code', 'Apply discount code']}]",
I get an error when I try to post a comment after writing it.,"[{'Error posting comment': ['Write a comment', 'Post a comment']}]",
The app doesn't load images after I click on them.,"[{'Images not loading': ['Click on images', 'View images']}]",
I can't access my saved articles after I save them.,"[{'Unable to access saved articles': ['Save articles', 'Access saved articles']}]",
The app crashes when I play games after a while.,"[{'App crashes': ['Play games for a while', 'Play games']}]",
I can't send friend requests after I find a friend.,"[{'Unable to send friend requests': ['Find a friend', 'Send friend requests']}]",
The app doesn't update my profile information after I edit it.,"[{'Profile information not updated': ['Edit profile information', 'Update profile information']}]",
I get an error message when I try to log out after I close a chat.,"[{'Error logging out': ['Close a chat', 'Log out']}]",
The app doesn't recognize my voice after I speak.,"[{'Voice recognition not working': ['Speak', 'Use voice commands']}]",
I can't add tags to my posts after I write them.,"[{'Unable to add tags': ['Write posts', 'Add tags to posts']}]",
The app crashes during video playback after I forward the video.,"[{'App crashes': ['Forward video', 'Play a video']}]",
I can't view notifications after I turn them on.,"[{'Unable to view notifications': ['Turn on notifications', 'View notifications']}]",
The app doesn't show my activity log after I perform an action.,"[{'Activity log not showing': ['Perform an action', 'View activity log']}]",
I can't mute conversations after I select them.,"[{'Unable to mute conversations': ['Select conversations', 'Mute conversations']}]",
The app freezes during login after I enter my credentials.,"[{'App freezes': ['Enter credentials', 'Log in']}]",
I get an error when I try to change my password after entering the current one.,"[{'Error changing password': ['Enter current password', 'Change my password']}]",
The app doesn't show my liked posts after I refresh the feed.,"[{'Liked posts not showing': ['Refresh the feed', 'View liked posts']}]",
I can't connect to Wi-Fi after I turn it on.,"[{'Unable to connect to Wi-Fi': ['Turn on Wi-Fi', 'Connect to Wi-Fi']}]",
The app crashes when I try to open the menu after clicking the button.,"[{'App crashes': ['Click the menu button', 'Open the menu']}]",
I can't change my payment method after entering new details.,"[{'Unable to change payment method': ['Enter new details', 'Change payment method']}]",
The app doesn't update my reading list after I add a book.,"[{'Reading list not updated': ['Add a book', 'Update reading list']}]",
I can't send invitations to events after creating them.,"[{'Unable to send invitations': ['Create events', 'Send invitations']}]",
The app doesn't save my changes after I modify my preferences.,"[{'Changes not saved': ['Modify preferences', 'Save changes']}]",
I can't delete messages after I select them.,"[{'Unable to delete messages': ['Select messages', 'Delete messages']}]",
The app crashes when I try to upload photos after selecting them.,"[{'App crashes': ['Select photos', 'Upload photos']}]",
I can't view my followers after I follow someone.,"[{'Unable to view followers': ['Follow someone', 'View followers']}]",
The app doesn't show my posts after I refresh my profile.,"[{'Posts not showing': ['Refresh profile', 'View posts']}]",
I get an error when I try to unsubscribe from emails after opening the settings.,"[{'Error unsubscribing from emails': ['Open settings', 'Unsubscribe from emails']}]",
The app doesn't show my saved locations after I add them.,"[{'Saved locations not showing': ['Add locations', 'View saved locations']}]",
I can't send attachments in emails after I upload them.,"[{'Unable to send attachments': ['Upload attachments', 'Send attachments in emails']}]",
The app crashes when I watch live streams after a while.,"[{'App crashes': ['Watch live streams for a while', 'Watch live streams']}]",
I can't edit my comments after I post them.,"[{'Unable to edit comments': ['Post comments', 'Edit comments']}]",
The app doesn't show my favorites after I add items.,"[{'Favorites not showing': ['Add items', 'View favorites']}]",
I get logged out when I switch accounts after adding a new one.,"[{'Logged out': ['Add new account', 'Switch accounts']}]",
The app doesn't sync my contacts after I import them.,"[{'Contacts not syncing': ['Import contacts', 'Sync contacts']}]",
I can't redeem my points after I enter the code.,"[{'Unable to redeem points': ['Enter code', 'Redeem points']}]",
The app crashes when I view photos after uploading them.,"[{'App crashes': ['Upload photos', 'View photos']}]",
I can't change my location settings after I access them.,"[{'Unable to change location settings': ['Access location settings', 'Change location settings']}]",
The app doesn't recognize my fingerprint after I enable it.,"[{'Fingerprint not recognized': ['Enable fingerprint', 'Use fingerprint']}]",
I can't add new devices after I scan for them.,"[{'Unable to add new devices': ['Scan for devices', 'Add new devices']}]",
The app crashes when I scroll through my feed after a while.,"[{'App crashes': ['Scroll through feed for a while', 'Scroll through feed']}]",
I can't view my download history after I download files.,"[{'Unable to view download history': ['Download files', 'View download history']}]",
The app doesn't refresh my feed after I pull down to refresh.,"[{'Feed not refreshed': ['Pull down to refresh', 'Refresh feed']}]",
I can't share my profile after I copy the link.,"[{'Unable to share profile': ['Copy link', 'Share profile']}]",
The app doesn't save my bookmarks after I mark them.,"[{'Bookmarks not saved': ['Mark bookmarks', 'Save bookmarks']}]",
I get an error message when I try to resend a verification email after requesting it.,"[{'Error resending verification email': ['Request verification email', 'Resend verification email']}]",
The app doesn't load my conversations after I log in.,"[{'Conversations not loading': ['Log in', 'View conversations']}]",
I can't change my password after I forget it and request a reset link.,"[{'Unable to change password': ['Request reset link', 'Change password']}]",
The app crashes when I update my profile picture after taking a photo.,"[{'App crashes': ['Take a photo', 'Update profile picture']}]",
I can't join meetings after I receive the invitation link.,"[{'Unable to join meetings': ['Receive invitation link', 'Join meetings']}]",
The app doesn't send verification codes after I request them.,"[{'Verification codes not sent': ['Request verification codes', 'Receive verification codes']}]",
I can't delete my browsing history after I clear it.,"[{'Unable to delete browsing history': ['Clear browsing history', 'Delete browsing history']}]",
The app crashes when I download updates after they are available.,"[{'App crashes': ['Download updates', 'Install updates']}]",
I can't edit my posts after I publish them.,"[{'Unable to edit posts': ['Publish posts', 'Edit posts']}]",
"When I open the app, it crashes and also logs me out.","[{'App crashes': ['Open the app']}, {'Logs out': ['Open the app']}]",
I get an error message and can't submit the form when I try to save changes.,"[{'Error message appears': ['Save changes']}, {""Can't submit the form"": ['Save changes']}]",
The app freezes and stops responding when I try to update my profile picture.,"[{'App freezes': ['Update my profile picture']}, {'Stops responding': ['Update my profile picture']}]",
"When I receive a call, the app crashes and the call doesn't go through.","[{'App crashes': ['Receive a call']}, {""Call doesn't go through"": ['Receive a call']}]",
The payment page doesn't load and I get an error when I try to make a payment.,"[{""Payment page doesn't load"": ['Make a payment']}, {'Error appears': ['Make a payment']}]",
"When I upload a file, it fails and the app crashes.","[{'Upload fails': ['Upload a file']}, {'App crashes': ['Upload a file']}]",
The app doesn't refresh and the feed remains outdated when I pull to refresh.,"[{""App doesn't refresh"": ['Pull to refresh']}, {'Feed remains outdated': ['Pull to refresh']}]",
"When I search for a friend, no results are found and I get an error.","[{'No search results found': ['Search for a friend']}, {'Error appears': ['Search for a friend']}]",
I can't connect to Bluetooth and the app crashes when I try to pair a device.,"[{""Can't connect to Bluetooth"": ['Pair a device']}, {'App crashes': ['Pair a device']}]",
"When I add items to the cart, they disappear and the app freezes.","[{'Items disappear from cart': ['Add items to the cart']}, {'App freezes': ['Add items to the cart']}]",
The app crashes and I get logged out when I change my password.,"[{'App crashes': ['Change my password']}, {'Logged out': ['Change my password']}]",
"When I try to send a message, it fails and the app becomes unresponsive.","[{'Message sending fails': ['Send a message']}, {'App becomes unresponsive': ['Send a message']}]",
I can't view my profile and the app crashes when I try to open it.,"[{""Can't view profile"": ['Open profile']}, {'App crashes': ['Open profile']}]",
The app doesn't load new notifications and I get an error when I refresh.,"[{'New notifications not loading': ['Refresh']}, {'Error appears': ['Refresh']}]",
"When I join a meeting, the audio doesn't work and the app crashes.","[{""Audio doesn't work"": ['Join a meeting']}, {'App crashes': ['Join a meeting']}]",
I can't post comments and the app crashes when I submit them.,"[{""Can't post comments"": ['Submit comments']}, {'App crashes': ['Submit comments']}]",
The app freezes and my location isn't detected when I share my location.,"[{'App freezes': ['Share my location']}, {'Location not detected': ['Share my location']}]",
"When I check my balance, it shows an error and the app crashes.","[{'Error shows': ['Check my balance']}, {'App crashes': ['Check my balance']}]",
I can't play videos and the app crashes when I open a video.,"[{""Can't play videos"": ['Open a video']}, {'App crashes': ['Open a video']}]",
The app doesn't load my messages and I get an error when I open the chat.,"[{'Messages not loading': ['Open the chat']}, {'Error appears': ['Open the chat']}]",
"When I save my preferences, the app crashes and my settings don't update.","[{'App crashes': ['Save my preferences']}, {""Settings don't update"": ['Save my preferences']}]",
The app sucks. I get an error and can't connect to the server when I log in. The company needs to fire someone!!!,"[{'Error appears': ['Log in']}, {""Can't connect to the server"": ['Log in']}]",
"When I try to load images, the app crashes and they don't display.","[{'App crashes': ['Load images']}, {""Images don't display"": ['Load images']}]",
I can't receive notifications and the app crashes when they are enabled.,"[{""Can't receive notifications"": ['Enable notifications']}, {'App crashes': ['Enable notifications']}]",
"When I create an event, it doesn't save and the app crashes.","[{""Event doesn't save"": ['Create an event']}, {'App crashes': ['Create an event']}]",
I get logged out and the app crashes when I update my profile.,"[{'Logged out': ['Update my profile']}, {'App crashes': ['Update my profile']}]",
"When I check my notifications, they don't load and the app freezes.","[{""Notifications don't load"": ['Check notifications']}, {'App freezes': ['Check notifications']}]",
I can't access settings and the app crashes when I open them.,"[{""Can't access settings"": ['Open settings']}, {'App crashes': ['Open settings']}]",
"When I share a post, it doesn't upload and the app crashes.","[{""Post doesn't upload"": ['Share a post']}, {'App crashes': ['Share a post']}]",
The app doesn't recognize my fingerprint and crashes when I try to use it.,"[{'Fingerprint not recognized': ['Use fingerprint']}, {'App crashes': ['Use fingerprint']}]",
"When I edit my profile, it doesn't save and the app crashes.","[{""Profile doesn't save"": ['Edit profile']}, {'App crashes': ['Edit profile']}]",
I can't send messages and the app crashes when I open the chat.,"[{""Can't send messages"": ['Open the chat']}, {'App crashes': ['Open the chat']}]",
"When I upload a video, it doesn't complete and the app crashes.","[{""Video upload doesn't complete"": ['Upload a video']}, {'App crashes': ['Upload a video']}]",
The app freezes and I can't play music when I select a song.,"[{'App freezes': ['Select a song']}, {""Can't play music"": ['Select a song']}]",
"When I connect my account, the app crashes and the connection fails.","[{'App crashes': ['Connect my account']}, {'Connection fails': ['Connect my account']}]",
I get an error and the app crashes when I view my timeline.,"[{'Error appears': ['View my timeline']}, {'App crashes': ['View my timeline']}]",
"When I receive a notification, the app doesn't update and crashes.","[{""App doesn't update"": ['Receive a notification']}, {'App crashes': ['Receive a notification']}]",
I can't access my documents and the app crashes when I open them.,"[{""Can't access documents"": ['Open documents']}, {'App crashes': ['Open documents']}]",
"When I change my email, the app doesn't save and crashes.","[{""Email doesn't save"": ['Change my email']}, {'App crashes': ['Change my email']}]",
The app doesn't sync my contacts and crashes when I try to sync.,"[{'Contacts not syncing': ['Sync contacts']}, {'App crashes': ['Sync contacts']}]",
"When I update the app, it crashes and doesn't complete the update.","[{'App crashes': ['Update the app']}, {""Update doesn't complete"": ['Update the app']}]",
I can't follow users and the app crashes when I click follow.,"[{""Can't follow users"": ['Click follow']}, {'App crashes': ['Click follow']}]",
"When I create a group, the app crashes and it doesn't save.","[{'App crashes': ['Create a group']}, {""Group doesn't save"": ['Create a group']}]",
I get an error and the app crashes when I view my activity.,"[{'Error appears': ['View my activity']}, {'App crashes': ['View my activity']}]",
"When I update my status, it doesn't post and the app crashes.","[{""Status doesn't post"": ['Update my status']}, {'App crashes': ['Update my status']}]",
I can't log in and the app crashes when I enter my credentials.,"[{""Can't log in"": ['Enter credentials']}, {'App crashes': ['Enter credentials']}]",
"When I try to connect to Wi-Fi, it fails and the app crashes.","[{'Wi-Fi connection fails': ['Connect to Wi-Fi']}, {'App crashes': ['Connect to Wi-Fi']}]",
I get an error and the app crashes when I send an email.,"[{'Error appears': ['Send an email']}, {'App crashes': ['Send an email']}]",
"When I change my theme, the app doesn't update and crashes.","[{""Theme doesn't update"": ['Change my theme']}, {'App crashes': ['Change my theme']}]",
I can't delete items and the app crashes when I select them.,"[{""Can't delete items"": ['Select items']}, {'App crashes': ['Select items']}]",
"When I reset my password, I get an error and the app crashes.","[{'Error appears': ['Reset my password']}, {'App crashes': ['Reset my password']}]",
I can't download files and the app crashes when I start the download.,"[{""Can't download files"": ['Start download']}, {'App crashes': ['Start download']}]",
"When I switch to dark mode, the app crashes and doesn't change.","[{'App crashes': ['Switch to dark mode']}, {""Mode doesn't change"": ['Switch to dark mode']}]",
I get an error and the app crashes when I verify my account.,"[{'Error appears': ['Verify my account']}, {'App crashes': ['Verify my account']}]",
"When I clear the cache, the app crashes and doesn't clear it.","[{'App crashes': ['Clear the cache']}, {""Cache doesn't clear"": ['Clear the cache']}]",
I can't view my reminders and the app crashes when I open them.,"[{""Can't view reminders"": ['Open reminders']}, {'App crashes': ['Open reminders']}]",
"When I sign up, I get an error and the app crashes.","[{'Error appears': ['Sign up']}, {'App crashes': ['Sign up']}]",
I can't reply to messages and the app crashes when I try to reply.,"[{""Can't reply to messages"": ['Reply to messages']}, {'App crashes': ['Reply to messages']}]",
"When I try to schedule a post, the app crashes and it doesn't save.","[{'App crashes': ['Schedule a post']}, {""Post doesn't save"": ['Schedule a post']}]",
I get an error and the app crashes when I access the camera.,"[{'Error appears': ['Access the camera']}, {'App crashes': ['Access the camera']}]",
"When I open notifications, they don't load and the app crashes.","[{""Notifications don't load"": ['Open notifications']}, {'App crashes': ['Open notifications']}]",
I can't delete my account and the app crashes when I try to delete it.,"[{""Can't delete account"": ['Delete account']}, {'App crashes': ['Delete account']}]",
"When I check my orders, they don't load and the app crashes.","[{""Orders don't load"": ['Check orders']}, {'App crashes': ['Check orders']}]",
I get an error and the app crashes when I change my phone number.,"[{'Error appears': ['Change my phone number']}, {'App crashes': ['Change my phone number']}]",
"When I search for items, nothing appears and the app crashes.","[{'Nothing appears in search': ['Search for items']}, {'App crashes': ['Search for items']}]",
I can't update my bio and the app crashes when I try to update it.,"[{""Can't update bio"": ['Update bio']}, {'App crashes': ['Update bio']}]",
"When I open messages, they don't load and the app crashes.","[{""Messages don't load"": ['Open messages']}, {'App crashes': ['Open messages']}]",
I get an error and the app crashes when I remove items from the cart.,"[{'Error appears': ['Remove items from the cart']}, {'App crashes': ['Remove items from the cart']}]",
"When I download the update, it doesn't install and the app crashes.","[{""Update doesn't install"": ['Download the update']}, {'App crashes': ['Download the update']}]",
I can't add friends and the app crashes when I send requests.,"[{""Can't add friends"": ['Send requests']}, {'App crashes': ['Send requests']}]",
"When I change the language, the app crashes and the language doesn't update.","[{'App crashes': ['Change the language']}, {""Language doesn't update"": ['Change the language']}]",
I get an error and the app crashes when I link my social accounts.,"[{'Error appears': ['Link my social accounts']}, {'App crashes': ['Link my social accounts']}]",
"When I try to print, it doesn't work and the app crashes.","[{""Printing doesn't work"": ['Print']}, {'App crashes': ['Print']}]",
I can't create new tasks and the app crashes when I add them.,"[{""Can't create new tasks"": ['Add tasks']}, {'App crashes': ['Add tasks']}]",
"When I change my profile photo, it doesn't update and the app crashes.","[{""Profile photo doesn't update"": ['Change my profile photo']}, {'App crashes': ['Change my profile photo']}]",
I get an error and the app crashes when I check for updates.,"[{'Error appears': ['Check for updates']}, {'App crashes': ['Check for updates']}]",
"When I access the help section, it doesn't load and the app crashes.","[{""Help section doesn't load"": ['Access the help section']}, {'App crashes': ['Access the help section']}]",
I can't view my albums and the app crashes when I open them.,"[{""Can't view albums"": ['Open albums']}, {'App crashes': ['Open albums']}]",
"When I turn on notifications, they don't work and the app crashes.","[{""Notifications don't work"": ['Turn on notifications']}, {'App crashes': ['Turn on notifications']}]",
I get an error and the app crashes when I import my contacts.,"[{'Error appears': ['Import contacts']}, {'App crashes': ['Import contacts']}]",
"When I refresh the feed, it doesn't update and the app crashes.","[{""Feed doesn't update"": ['Refresh the feed']}, {'App crashes': ['Refresh the feed']}]",
The app interface is not user-friendly.,[],
I don't like the color scheme of the app.,[],
The font size is too small and difficult to read.,[],
The app is very slow to load.,[],
There are too many ads in the app.,[],
The notifications are too frequent and annoying.,[],
The app takes up too much storage space.,[],
There are too many bugs in the app.,[],
The app drains my battery quickly.,[],
The app requires too many permissions.,[],
The app crashes sometimes.,[],
The app logs me out randomly.,[],
The app doesn't sync with my other devices.,[],
The app's customer support is not helpful.,[],
The app's privacy policy is unclear.,[],
The app doesn't offer enough features.,[],
The app's premium version is too expensive.,[],
The app's search function is not accurate.,[],
The app takes a long time to update.,[],
The app doesn't work offline.,[],
The app has a confusing layout.,[],
The app's loading times are inconsistent.,[],
The app's sound effects are annoying.,[],
The app has too many pop-ups.,[],
The app's icon is unattractive.,[],
The app doesn't integrate well with other apps.,[],
The app doesn't support landscape mode.,[],
The app doesn't have dark mode.,[],
The app's widgets are not customizable.,[],
The app doesn't have a tutorial for new users.,[],
The app's translations are inaccurate.,[],
The app's notifications are not customizable.,[],
The app doesn't save my preferences.,[],
The app's animations are too slow.,[],
The app's voice commands are not accurate.,[],
The app's themes are limited.,[],
The app doesn't have a night mode.,[],
The app's social media integration is poor.,[],
The app's live chat feature is unreliable.,[],
The app's settings menu is hard to navigate.,[],
The app's font style is outdated.,[],
The app's filters are not effective.,[],
The app's backup feature is not reliable.,[],
The app's auto-update feature doesn't work.,[],
The app doesn't have a feedback option.,[],
The app's FAQ section is not comprehensive.,[],
The app's user guide is outdated.,[],
The app's community forum is not active.,[],
The app's data usage is too high.,[],
The app's push notifications are delayed.,[],
The app's photo editing tools are limited.,[],
The app's video quality is poor.,[],
The app's text editor is not user-friendly.,[],
The app's calendar sync is unreliable.,[],
The app's download speed is slow.,[],
The app's voice recognition is not accurate.,[],
The app's GPS accuracy is poor.,[],
The app's offline mode is limited.,[],
